G1,G2,G3,G4,G5,G6,Key,Rounds,Effect distance,description,page,short_description,glyph_list,glyph_count,Spell Glyphs
Lucha,Xama,Eyama,,,,3,12R,4Sd,"Allows the caster to channel water so that it forms a cohesive high pressure whip emanating from their casting hand with a range of 4Sd. The whip may be strafed causing little damage but knocking back targets (STR 25). The whip may also be directed at a specific target (at 3xAG chance) causing 1D6 damage plus a knockback (STR 50). The whip may be dodged, but may only be parried by a shield and the target will still suffer the knockback effect. The caster must be within 4Sd of a substantial source of water to sustain the flow for the spell each round (a water trough would only be sufficient for 1D4 rounds supply).",72,Allows the caster to channel water so that it forms a cohesive high pressure whip emanating from their casting hand with a range of 4Sd.,Lucha|Xama|Eyama,3,Lucha + Xama + Eyama
Lucha,Xama,Cya,,,,3 ∞,V 2,touch,Creates a fist sized blob of transparent liquid which the caster may place on any surface. If anyone else touches or disturbs the blob it will explode covering anyone stood within a 1Sd radius with a corrosive acid similar to Carathic water. Victims will suffer 1D4+4 damage. If they are wearing armour they can roll for protection the acid will however do its damage to the armour instead. Damage is taken at a rate of 2 points each round and if washed off quickly the damage taken will be halved. Should the blob created be placed in water it will maintain its cohesion and float on the surface of the water barely visible as a slight bump.,72,Creates a fist sized blob of transparent liquid which the caster may place on any surface.,Lucha|Xama|Cya,3,Lucha + Xama + Cya
Lucha,Gis,Cya,,,,3 ∞,12R,20Sd,"Causes a radial spray of water to emanate from the caster’s hand. The spray will be strong enough to reduce an attacker’s chance to hit by 20, it will also deflect most missiles if the caster makes a 2xbasic parry roll. The spray will protect against frontal flame attacks up to 20 points. It may also suppress a small fire.",72,Causes a radial spray of water to emanate from the caster’s hand.,Lucha|Gis|Cya,3,Lucha + Gis + Cya
Lucha,Gis,Eyama,,,,3,12R,self,Creates a solid barrier under the water. The barrier will be made of water but will not let anything pass through it including strong currents. The barrier may be created as a sphere around the caster of 1Sd diameter per level or as a wall 2Sd high and 2Sd wide and 2lk thick per level of the caster.,73,Creates a solid barrier under the water. The barrier will be made of water but will not let anything pass through it including strong currents.,Lucha|Gis|Eyama,3,Lucha + Gis + Eyama
Lucha,Gis,Chom,,,,3,V 2,20Sd,"Acts to prevent the target from sinking should they fall into water or other liquid. The spell will enable the target to float with their head above water even if unconscious. The spell will also help to stop the target’s clothing from becoming wet, as well as any hazardous effects of contact with the liquid itself. The spell will remain active for the full duration offering its protection whether the target is immersed or not.",73,Acts to prevent the target from sinking should they fall into water or other liquid. The spell will enable the target to float with their head above water even if unconscious.,Lucha|Gis|Chom,3,Lucha + Gis + Chom
Lucha,Eja,Chom,,,,3,V 1,20Sd,Enables the caster to render a volume of water invisible for the duration of the spell. The volume can be up to 4Sd across and 4Sd deep. The invisibility will affect just the one volume and any additional water flowing in will become invisible and any flowing out will turn visible. The spell will not affect creatures or objects floating or swimming in the water. Thus a fish may appear to be suspended in space. A smaller volume may also be affected by this spell. It has even been used simply to hide tears.,73,Enables the caster to render a volume of water invisible for the duration of the spell. The volume can be up to 4Sd across and 4Sd deep.,Lucha|Eja|Chom,3,Lucha + Eja + Chom
Lucha,Eja,Cya,,,,3,V 2,20Sd,"Enables the caster to create the illusion of water or other liquid over an area up to 4Sd across in all dimensions. The illusion may be a duplication of another area of water within range of the spell as indicated by the caster during casting or it can simply be a generic appearing liquid based on a small sample the caster uses at the time of casting. The illusion will not move, but will be convincingly three dimensional until walked through.",73,Enables the caster to create the illusion of water or other liquid over an area up to 4Sd across in all dimensions.,Lucha|Eja|Cya,3,Lucha + Eja + Cya
Lucha,Hust,Shass,,,,3,V 1 see,spell,"Allows the caster to hear and interpret the many and distorted sounds under the waters of the sea. For this to be effective the caster will need to put their head below the water for a full round. The caster may determine the sound of a ship moving through the water, a large sea creature or a shoal of fish. They may be able to hear waves upon the shore. They may also gain a rough idea how deep the water is. Sounds may be heard up to 5mille per level of the caster.",74,Allows the caster to hear and interpret the many and distorted sounds under the waters of the sea. For this to be effective the caster will need to put their head below the water for a full round.,Lucha|Hust|Shass,3,Lucha + Hust + Shass
Lucha,Nanu,Worav,,,,3,V 1,self,"Allows the caster to breathe water without drowning. It will require them to breathe lungfulls of water which is an entirely unnatural thing to do, and they may need to be on the point of drowning before they will do so. Once the spell ends the caster must evacuate all the water from their lungs to breathe air again, which will leave them coughing and retching for a further 2D6 rounds.",74,Allows the caster to breathe water without drowning.,Lucha|Nanu|Worav,3,Lucha + Nanu + Worav
Lucha,Nanu,Hust,,,,3,V 1,20Sd,Allows the recipient to talk as normal when below water and for their words to be understood by anyone else within range as if they were in air.,74,Allows the recipient to talk as normal when below water and for their words to be understood by anyone else within range as if they were in air.,Lucha|Nanu|Hust,3,Lucha + Nanu + Hust
Lucha,Ghe,Eyama,,,,3,6R,touch,"Causes any large body of water to yield into the caster’s hands enough edible items which live or grow in water to feed 1 person per level of the caster for one day. The food will be uncooked and may include: fish, shellfish, roe, and weed etc. The nature, variety, and edibility will depend upon the nature of the locality.",74,Causes any large body of water to yield into the caster’s hands enough edible items which live or grow in water to feed 1 person per level of the caster for one day.,Lucha|Ghe|Eyama,3,Lucha + Ghe + Eyama
Lucha,Maef,Eyama,,,,3 ∞,V 1,20Sd,"Summons a lesser water spirit and allow it to manifest using any large amount of liquid available, e.g. a stream, pond, lake etc. Lesser water spirits may be ordered to do various tasks within their capabilities such as pull objects across water, prevent individuals from drowning, or retrieving sunken objects. Lesser water spirits will not move more than 1Sd away from a source of water.",74,"Summons a lesser water spirit and allow it to manifest using any large amount of liquid available, e.g. a stream, pond, lake etc.",Lucha|Maef|Eyama,3,Lucha + Maef + Eyama
Lucha,Maef,Gis,,,,3 ∞,12R,self,Wards the caster from direct attacks by LUCHA magic and water spirits. The spell will give complete protection from any 3 symbol LUCHA spells and attacks by manifest lesser water elementals for the duration of the spell. It will protect from 4 symbol LUCHA spells and attacks by greater water elementals for 1R before being dispelled. It will be dispelled by any 5 symbol spells or the attack of an water drake.,74,Wards the caster from direct attacks by LUCHA magic and water spirits.,Lucha|Maef|Gis,3,Lucha + Maef + Gis
Lucha,Maef,Eja,,,,3,12R see,spell,"Enables the caster to scry using a bowlful of clear acid. Vinegar or citrus juice will do, but the stronger the acid, the sharper the vision will be. The caster must have a small sample of material from the person, object or place to be scried, such as hair or stone chips. It is necessary to dissolve the material in the acid for the spell to be effective. The person or place will only be seen if they are near some water (or other liquid), though even a droplet is usually sufficient. Once the spell has ended the acid will be of no use to cast the spell again and must be discarded. The ranges for each level are as follows: Level 1 1 mille Level 2 5 mille Level 3 25 mille Level 4 100 mille Level 5 unknown",75,"Enables the caster to scry using a bowlful of clear acid. Vinegar or citrus juice will do, but the stronger the acid, the sharper the vision will be.",Lucha|Maef|Eja,3,Lucha + Maef + Eja
Lucha,Maef,Hust,,,,3,12R,touch,"Enables the caster to ‘hear’ the water spirits and possibly gain insights into what they may have seen or what may come to pass. To hear the spirits it is necessary for the caster to immerse their head in a body of water such as the sea, a lake or river. The caster should make a luck roll to see if they actually hear anything beyond the normal background of simple phrases about fluid dynamics. What they do hear is entirely at the discretion of the GM and will not necessarily be of any use or relevance to the caster. The information that the spirits know is often limited to movements of many fish, ships, storms, elemental magic and, very occasionally, historical insights about a place. They will rarely be concerned with individuals, or their activities. Whilst water spirits may be able to understand the words of the caster, they will rarely deign to interact even if questioned. Although politeness and respect are always worthwhile as water is a capricious element.",75,Enables the caster to ‘hear’ the water spirits and possibly gain insights into what they may have seen or what may come to pass.,Lucha|Maef|Hust,3,Lucha + Maef + Hust
